page_name,value,is_exclusion,detailed_type,spend_per_target,page_id
All Pro-Democrat Pages,Fishing,TRUE,INTERESTS,188586.97811707653,NA
All Pro-Democrat Pages,Chick-fil-A,TRUE,INTERESTS,187605.11257652688,NA
All Pro-Democrat Pages,ExxonMobil,TRUE,INTERESTS,186770.97124481626,NA
All Pro-Democrat Pages,PBS,TRUE,INTERESTS,185385.81777102168,NA
All Pro-Democrat Pages,Social change,TRUE,INTERESTS,182801.33404200483,NA
All Pro-Democrat Pages,Chubbies,TRUE,INTERESTS,173295.66226324308,NA
All Pro-Democrat Pages,Clay pigeon shooting,TRUE,INTERESTS,173250.80055353622,NA
All Pro-Democrat Pages,Tim Tebow,TRUE,INTERESTS,172667.20422625233,NA
All Pro-Democrat Pages,Trace Adkins,TRUE,INTERESTS,170359.98746502138,NA
All Pro-Democrat Pages,FOX,TRUE,DEMOGRAPHICS,167254.90103909041,NA
All Pro-Democrat Pages,Afrobeat,TRUE,INTERESTS,163459.61424261445,NA
All Pro-Democrat Pages,Broad City,TRUE,INTERESTS,163459.61424261445,NA
All Pro-Democrat Pages,Jazz music,TRUE,INTERESTS,163459.61424261445,NA
All Pro-Democrat Pages,Masterpiece (TV series),TRUE,INTERESTS,163459.61424261445,NA
All Pro-Democrat Pages,Nova (TV series),TRUE,INTERESTS,163459.61424261445,NA
All Pro-Democrat Pages,Portlandia (TV series),TRUE,INTERESTS,163459.61424261445,NA
All Pro-Democrat Pages,George Strait,TRUE,INTERESTS,162836.97538707842,NA
All Pro-Democrat Pages,Keith Urban,TRUE,INTERESTS,160445.14156934837,NA
All Pro-Democrat Pages,Horse racing,TRUE,INTERESTS,154423.6310235794,NA
All Pro-Democrat Pages,Bass Pro Shops,TRUE,INTERESTS,151908.34077047554,NA
All Pro-Democrat Pages,Alphas,TRUE,INTERESTS,149923.0166560334,NA
All Pro-Democrat Pages,Jason Aldean,TRUE,INTERESTS,146046.66363369,NA
All Pro-Democrat Pages,Brad Paisley,TRUE,INTERESTS,143219.56074164805,NA
All Pro-Democrat Pages,Brooks & Dunn,TRUE,INTERESTS,143219.56074164805,NA
All Pro-Democrat Pages,Tim McGraw,TRUE,INTERESTS,143219.56074164805,NA
All Pro-Democrat Pages,NASCAR on Fox,TRUE,INTERESTS,141021.91580720633,NA
All Pro-Democrat Pages,Larry the Cable Guy,TRUE,INTERESTS,140968.72096706714,NA
All Pro-Democrat Pages,Caitlyn Jenner,TRUE,INTERESTS,129735.86526911455,NA
All Pro-Democrat Pages,Kelsey Grammer,TRUE,INTERESTS,125787.45764558691,NA
All Pro-Democrat Pages,Boating,TRUE,INTERESTS,125538.20445101582,NA
All Pro-Democrat Pages,Conor McGregor,TRUE,INTERESTS,124133.88683849122,NA
All Pro-Democrat Pages,Fox hunting,TRUE,INTERESTS,120746.63808817559,NA
All Pro-Democrat Pages,Coal,TRUE,INTERESTS,114267.27145263477,NA
All Pro-Democrat Pages,Dale Earnhardt,TRUE,INTERESTS,112902.8225945124,NA
All Pro-Democrat Pages,Lightweight (MMA),TRUE,INTERESTS,112902.8225945124,NA
All Pro-Democrat Pages,Middleweight (MMA),TRUE,INTERESTS,112902.8225945124,NA
All Pro-Democrat Pages,Heavyweight (MMA),TRUE,INTERESTS,112902.82259451183,NA
All Pro-Democrat Pages,BP,TRUE,INTERESTS,109563.22037124494,NA
All Pro-Democrat Pages,Golf,TRUE,INTERESTS,108987.32906758529,NA
All Pro-Democrat Pages,Kappa Alpha Order,TRUE,INTERESTS,108987.32906758529,NA
All Pro-Democrat Pages,Sigma Alpha Epsilon,TRUE,INTERESTS,108987.32906758529,NA
All Pro-Democrat Pages,Fossil fuel,TRUE,INTERESTS,108875.32964945148,NA
All Pro-Democrat Pages,National Football League,TRUE,INTERESTS,103780.10143748879,NA
All Pro-Democrat Pages,Mossy Oak,TRUE,INTERESTS,102922.8355582794,NA
All Pro-Democrat Pages,Boar hunting,TRUE,INTERESTS,100743.16024543339,NA
All Pro-Democrat Pages,Trump Hotel Las Vegas,TRUE,INTERESTS,96428.53718309951,NA
All Pro-Democrat Pages,Diesel Trucks,TRUE,INTERESTS,95598.34624778842,NA
All Pro-Democrat Pages,Dave Ramsey,TRUE,INTERESTS,95207.61287500062,NA
All Pro-Democrat Pages,Rupert Murdoch,TRUE,INTERESTS,94169.76998753985,NA
All Pro-Democrat Pages,News media,TRUE,INTERESTS,94067.284810775,NA
All Pro-Democrat Pages,Breaking news,TRUE,INTERESTS,91567.50698069428,NA
All Pro-Democrat Pages,Stacey Dash,TRUE,INTERESTS,82445.82502331774,NA
All Pro-Democrat Pages,Last Man Standing (U.S. TV series),TRUE,INTERESTS,80090.04498315915,NA
All Pro-Democrat Pages,Candace Cameron Bure,TRUE,INTERESTS,78997.11503160877,NA
All Pro-Republican Pages,Trader Joe's,TRUE,INTERESTS,65882.05875040033,NA
All Pro-Democrat Pages,Colt Ford,TRUE,INTERESTS,65469.05431827846,NA
All Pro-Democrat Pages,RaeLynn,TRUE,INTERESTS,64894.41264889729,NA
All Pro-Democrat Pages,Jeff Foxworthy,TRUE,INTERESTS,61808.58604452625,NA
All Pro-Republican Pages,Whole Foods Market,TRUE,INTERESTS,57970.33851497576,NA
All Pro-Democrat Pages,Yacht club,TRUE,INTERESTS,57584.547452960796,NA
All Pro-Democrat Pages,Ronald Reagan Presidential Library,TRUE,INTERESTS,54549.593191562475,NA
All Pro-Democrat Pages,Trophy hunting,TRUE,INTERESTS,52935.443773345956,NA
All Pro-Democrat Pages,Cracker Barrel Old Country Store,TRUE,INTERESTS,52241.32517351914,NA
All Pro-Republican Pages,Renewable energy,TRUE,INTERESTS,50125.473896667536,NA
All Pro-Democrat Pages,The Chronicles of Narnia (film series),TRUE,INTERESTS,49934.49846864272,NA
All Pro-Democrat Pages,Practical shooting,TRUE,INTERESTS,48840.85896119314,NA
All Pro-Democrat Pages,Dustin Lynch,TRUE,INTERESTS,47084.6496619138,NA
All Pro-Democrat Pages,Koch Industries,TRUE,INTERESTS,43974.11238676938,NA
All Pro-Democrat Pages,duck hunting,TRUE,INTERESTS,43569.24039946381,NA
All Pro-Democrat Pages,Enes Kanter,TRUE,INTERESTS,42702.94464234352,NA
All Pro-Democrat Pages,Country Living,TRUE,INTERESTS,42695.182954364136,NA
All Pro-Democrat Pages,Ford F-Series,TRUE,INTERESTS,42044.124391007215,NA
All Pro-Democrat Pages,The Police,TRUE,INTERESTS,41895.901018775796,NA
All Pro-Republican Pages,Electric car,TRUE,INTERESTS,40255.78767345474,NA
All Pro-Republican Pages,Parenting,TRUE,INTERESTS,38079.24715454767,NA
All Pro-Democrat Pages,NPR,TRUE,DEMOGRAPHICS,37686.50156025189,NA
All Pro-Democrat Pages,Criminal Minds,TRUE,INTERESTS,36998.78876419591,NA
All Pro-Democrat Pages,History (TV channel),TRUE,INTERESTS,36998.78876419591,NA
All Pro-Democrat Pages,Law & Order,TRUE,INTERESTS,36998.78876419591,NA
All Pro-Democrat Pages,Turkey hunting,TRUE,INTERESTS,36998.78876419591,NA
All Pro-Republican Pages,Sustainable energy,TRUE,INTERESTS,36954.04200866283,NA
All Pro-Democrat Pages,Blake Shelton,TRUE,INTERESTS,34801.987178071264,NA
All Pro-Democrat Pages,Environmental science,TRUE,INTERESTS,34458.397702045506,NA
All Pro-Democrat Pages,MSNBC,TRUE,DEMOGRAPHICS,34411.10537335166,NA
All Pro-Democrat Pages,Climate,TRUE,INTERESTS,34197.70450229484,NA
All Pro-Democrat Pages,Classic rock,TRUE,INTERESTS,33777.397489041694,NA
All Pro-Democrat Pages,The Apprentice (U.S. TV series),TRUE,INTERESTS,33122.77027000703,NA
All Pro-Democrat Pages,Coal mining,TRUE,DEMOGRAPHICS,32024.31067846925,NA
All Pro-Democrat Pages,Roseanne,TRUE,INTERESTS,31557.092937927908,NA
All Pro-Democrat Pages,Harley-Davidson,TRUE,INTERESTS,29925.90473571483,NA
All Pro-Democrat Pages,SEAL Team (TV series),TRUE,INTERESTS,29806.970201820084,NA
All Pro-Democrat Pages,hunting and fishing,TRUE,INTERESTS,29365.019739142994,NA
All Pro-Democrat Pages,Mexico–United States border,TRUE,INTERESTS,29365.019739142994,NA
All Pro-Democrat Pages,NASCAR Racing,TRUE,INTERESTS,29205.0477485152,NA
All Pro-Republican Pages,NPR,TRUE,INTERESTS,28389.19447025705,NA
All Pro-Democrat Pages,Bass Pro Shops,TRUE,DEMOGRAPHICS,28308.732243505736,NA
All Pro-Democrat Pages,Country Life (magazine),TRUE,INTERESTS,27806.394280019304,NA
All Pro-Republican Pages,Vegan Publishers,TRUE,INTERESTS,27449.52612392829,NA
All Pro-Democrat Pages,American football,TRUE,INTERESTS,25929.858793513755,NA
All Pro-Democrat Pages,Equestrian,TRUE,INTERESTS,24828.38318259378,NA
All Pro-Democrat Pages,NASCAR on NBC,TRUE,INTERESTS,24828.38318259378,NA
All Pro-Democrat Pages,Brian Kilmeade,TRUE,INTERESTS,23954.524146155738,NA
All Pro-Democrat Pages,Steve Doocy,TRUE,INTERESTS,23954.524146155738,NA
All Pro-Republican Pages,REI,TRUE,INTERESTS,23794.089698366457,NA
All Pro-Democrat Pages,NASCAR Racers,TRUE,INTERESTS,23389.386537781393,NA
All Pro-Democrat Pages,Ellen Page,TRUE,INTERESTS,21827.77191511574,NA
All Pro-Democrat Pages,Whole Foods Market,TRUE,INTERESTS,21827.77191511574,NA
All Pro-Democrat Pages,American Preppers Network,TRUE,INTERESTS,21175.12733587748,NA
All Pro-Democrat Pages,WWE,TRUE,INTERESTS,20952.06886805721,NA
All Pro-Republican Pages,Parenting (magazine),TRUE,INTERESTS,20399.998475620418,NA
All Pro-Republican Pages,Parents (magazine),TRUE,INTERESTS,20399.998475620418,NA
All Pro-Democrat Pages,Oil and Gas Development Company,TRUE,INTERESTS,19942.737816879468,NA
All Pro-Democrat Pages,All-news radio,TRUE,INTERESTS,19939.046965837966,NA
All Pro-Democrat Pages,News broadcasting,TRUE,INTERESTS,19939.046965837966,NA
All Pro-Democrat Pages,News magazine,TRUE,INTERESTS,19939.046965837966,NA
All Pro-Democrat Pages,Newspapers,TRUE,INTERESTS,19939.046965837966,NA
All Pro-Democrat Pages,Online newspaper,TRUE,INTERESTS,19939.046965837966,NA
All Pro-Republican Pages,Electric vehicle,TRUE,INTERESTS,19850.334177920362,NA
All Pro-Republican Pages,Environmental science,TRUE,INTERESTS,19619.645442357105,NA
All Pro-Democrat Pages,Sports page admins,TRUE,BEHAVIORS,19306.60135161139,NA
All Pro-Democrat Pages,Luke Bryan,TRUE,INTERESTS,18026.86658915656,NA
All Pro-Democrat Pages,Aborted,TRUE,INTERESTS,17869.362406343484,NA
All Pro-Republican Pages,Motherhood,TRUE,INTERESTS,17679.248678927255,NA
All Pro-Democrat Pages,Duck,TRUE,INTERESTS,17608.933875552473,NA
All Pro-Democrat Pages,ABC,TRUE,INTERESTS,17395.67950254951,NA
All Pro-Democrat Pages,CBS,TRUE,INTERESTS,17395.67950254951,NA
All Pro-Democrat Pages,NBC,TRUE,INTERESTS,17395.67950254951,NA
All Pro-Republican Pages,Yoga,TRUE,INTERESTS,16916,NA
All Pro-Republican Pages,Fine art,TRUE,INTERESTS,16416.489936231734,NA
All Pro-Republican Pages,Harvard University,TRUE,INTERESTS,16049.211785637526,NA
All Pro-Republican Pages,Organic food,TRUE,INTERESTS,15897.791451957242,NA
All Pro-Democrat Pages,Homesteading / Survivalism,TRUE,INTERESTS,15677.785922622337,NA
All Pro-Democrat Pages,Survival skills,TRUE,INTERESTS,15677.785922622337,NA
All Pro-Democrat Pages,Survivalism,TRUE,INTERESTS,15677.785922622337,NA
All Pro-Democrat Pages,In high school,TRUE,DEMOGRAPHICS,15526.683763772733,NA
All Pro-Republican Pages,Asos,TRUE,INTERESTS,15090.408325834505,NA
All Pro-Republican Pages,ASOS.com,TRUE,INTERESTS,15090.408325834505,NA
All Pro-Republican Pages,Bloomingdale's,TRUE,INTERESTS,15090.408325834505,NA
All Pro-Republican Pages,Forever 21,TRUE,INTERESTS,15090.408325834505,NA
All Pro-Republican Pages,H&M,TRUE,INTERESTS,15090.408325834505,NA
All Pro-Republican Pages,Sephora,TRUE,INTERESTS,15090.408325834505,NA
All Pro-Republican Pages,Urban Outfitters,TRUE,INTERESTS,15090.408325834505,NA
All Pro-Republican Pages,Whole Foods Co-op,TRUE,INTERESTS,15090.408325834505,NA
All Pro-Democrat Pages,Tea party,TRUE,INTERESTS,14724.87764986401,NA
All Pro-Democrat Pages,All-terrain vehicle,TRUE,INTERESTS,14667.767297058099,NA
All Pro-Democrat Pages,Fox Sports,TRUE,INTERESTS,13726.496813893378,NA
All Pro-Democrat Pages,Fox Sports (United States),TRUE,INTERESTS,13726.496813893378,NA
All Pro-Republican Pages,College grad,TRUE,DEMOGRAPHICS,13375.387649929688,NA
All Pro-Republican Pages,Animal rights movement,TRUE,INTERESTS,13096.194239198867,NA
All Pro-Republican Pages,Law enforcement,TRUE,DEMOGRAPHICS,12998.107128970632,NA
All Pro-Republican Pages,NPR,TRUE,DEMOGRAPHICS,12998.107128970632,NA
All Pro-Republican Pages,Army men,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Barstool Sports,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Boy Scouts of America,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,BuzzFeed Community,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Country club,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Cracker Barrel Old Country Store,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Duck Dynasty,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,duck hunting,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Horseback riding,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,NASCAR on Fox,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,National FFA Organization,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,NFL on Fox,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Sustainable clothing,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Sustainable transport,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,T: The New York Times Style Magazine,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Republican Pages,Yale University,TRUE,INTERESTS,12998.107128970632,NA
All Pro-Democrat Pages,Billy Ray Cyrus,TRUE,INTERESTS,12718.581987516776,NA
All Pro-Republican Pages,CNN,TRUE,DEMOGRAPHICS,12327.990597663184,NA
All Pro-Republican Pages,United Nations,TRUE,DEMOGRAPHICS,12193.990597663184,NA
All Pro-Republican Pages,Community issues,TRUE,INTERESTS,11850.294391030897,NA
All Pro-Republican Pages,wildlife conservation,TRUE,INTERESTS,11707.964362915665,NA
All Pro-Democrat Pages,Real estate investing,TRUE,INTERESTS,11248.169059496724,NA
All Pro-Republican Pages,NASCAR,TRUE,INTERESTS,10575.234690820249,NA
All Pro-Democrat Pages,Walmart,TRUE,DEMOGRAPHICS,9890.4895485088,NA
All Pro-Republican Pages,Arianna Huffington,TRUE,INTERESTS,9555.48171630715,NA
All Pro-Democrat Pages,PGA Tour,TRUE,INTERESTS,9163.170604465093,NA
All Pro-Republican Pages,AOC,TRUE,INTERESTS,9148.099955498485,NA
All Pro-Republican Pages,Bill Gates,TRUE,INTERESTS,9148.099955498485,NA
All Pro-Republican Pages,Mark Zuckerberg,TRUE,INTERESTS,9148.099955498485,NA
All Pro-Republican Pages,Whole food,TRUE,INTERESTS,9124.824098951527,NA
All Pro-Democrat Pages,Melissa Joan Hart,TRUE,INTERESTS,9064.177392391406,NA
All Pro-Democrat Pages,Monster truck,TRUE,INTERESTS,8973.203785531345,NA
All Pro-Democrat Pages,Horseback riding,TRUE,INTERESTS,8972.720936416803,NA
All Pro-Democrat Pages,NASCAR Nation,TRUE,INTERESTS,8625.956735525593,NA
All Pro-Democrat Pages,Trap shooting,TRUE,INTERESTS,8106.747847432436,NA
All Pro-Democrat Pages,BYU Cougars,TRUE,INTERESTS,7191.818562375825,NA
All Pro-Democrat Pages,Recreational fishing,TRUE,INTERESTS,6975.763167791125,NA
All Pro-Democrat Pages,Cabela's,TRUE,INTERESTS,6946.66072060349,NA
All Pro-Democrat Pages,Diesel engine,TRUE,INTERESTS,6846.035734111047,NA
All Pro-Republican Pages,In college,TRUE,DEMOGRAPHICS,6660.14358270075,NA
All Pro-Republican Pages,In grad school,TRUE,DEMOGRAPHICS,6660.14358270075,NA
All Pro-Republican Pages,Master's degree,TRUE,DEMOGRAPHICS,6489.159806804955,NA
All Pro-Democrat Pages,Chevy Trucks,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,diesel,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Diesel fuel,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Diesel Power (magazine),TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Diesel Power Products,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Ford Mustang,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Ford Super Duty,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Hummer,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Mobil,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Natural gas,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Ram Trucks,TRUE,INTERESTS,6471.829805342217,NA
All Pro-Democrat Pages,Jon Voight,TRUE,INTERESTS,6330.221810189032,NA
All Pro-Republican Pages,HuffPost,TRUE,DEMOGRAPHICS,6096.995298831592,NA
All Pro-Republican Pages,MSNBC,TRUE,DEMOGRAPHICS,6096.995298831592,NA
All Pro-Republican Pages,The New York Times,TRUE,DEMOGRAPHICS,6096.995298831592,NA
All Pro-Republican Pages,"UNHCR, the UN Refugee Agency",TRUE,DEMOGRAPHICS,6096.995298831592,NA
All Pro-Republican Pages,BlackRock,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,Empowerment,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,Equity crowdfunding,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,Ethical consumerism,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,NewYorker,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,Silicon Valley,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,Solidarity,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,Sustainable fashion,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,Sustainable fishery,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,The Co-operative Food,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,UNICEF,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,UNICEF USA,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,United Nations Conference on Sustainable Development,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,United Nations Development Programme,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,United Nations Foundation,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Republican Pages,United Nations General Assembly,TRUE,INTERESTS,6096.995298831592,NA
All Pro-Democrat Pages,National flag,TRUE,INTERESTS,5294.425427969298,NA
All Pro-Republican Pages,In high school,TRUE,DEMOGRAPHICS,5270.176707622217,NA
All Pro-Republican Pages,Anime movies,TRUE,INTERESTS,5270.176707622217,NA
All Pro-Republican Pages,Manga,TRUE,INTERESTS,5270.176707622217,NA
All Pro-Democrat Pages,Deer & Deer Hunting,TRUE,INTERESTS,5205.929840152325,NA
All Pro-Democrat Pages,Garden & Gun Magazine,TRUE,INTERESTS,5119.342908132029,NA
All Pro-Democrat Pages,Marathons,TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Patagonia (clothing),TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Running,TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Skiing,TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Snowboarding,TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Surfing,TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Swimming,TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Tennis,TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Volleyball,TRUE,INTERESTS,4995.033071275338,NA
All Pro-Democrat Pages,Official NFR Experience,TRUE,INTERESTS,4989.643078752014,NA
All Pro-Democrat Pages,pbr,TRUE,INTERESTS,4989.643078752014,NA
All Pro-Democrat Pages,The Home Depot,TRUE,INTERESTS,4989.643078752014,NA
All Pro-Democrat Pages,Tractor Supply Company,TRUE,INTERESTS,4989.643078752014,NA
All Pro-Democrat Pages,WWE Raw,TRUE,INTERESTS,4960.6361977733695,NA
All Pro-Democrat Pages,Pawn Stars,TRUE,INTERESTS,4885.547742402762,NA
All Pro-Republican Pages,Deer hunting,TRUE,INTERESTS,4786.888536530608,NA
All Pro-Republican Pages,Doctorate degree,TRUE,DEMOGRAPHICS,4691.0518353222105,NA
All Pro-Republican Pages,Cabela's,TRUE,INTERESTS,4568.228761787633,NA
All Pro-Democrat Pages,Skeet shooting,TRUE,INTERESTS,4522.815288734587,NA
All Pro-Democrat Pages,Adam Carolla,TRUE,INTERESTS,4499.279864671911,NA
All Pro-Democrat Pages,Bill Burr,TRUE,INTERESTS,4499.279864671911,NA
All Pro-Democrat Pages,Bill Engvall,TRUE,INTERESTS,4499.279864671911,NA
All Pro-Democrat Pages,Dave Chappelle,TRUE,INTERESTS,4499.279864671911,NA
All Pro-Democrat Pages,Dog the Bounty Hunter,TRUE,INTERESTS,4499.279864671911,NA
