page_name,value,is_exclusion,detailed_type,spend_per_target,page_id
All Pro-Democrat Pages,XXL (magazine),FALSE,INTERESTS,939939.4178992339,NA
All Pro-Republican Pages,Boy Scouts of America,FALSE,INTERESTS,939425.0684343386,NA
All Pro-Republican Pages,Southern Living Magazine,FALSE,INTERESTS,937038.5844226474,NA
All Pro-Republican Pages,Country Living,FALSE,INTERESTS,934935.3279231497,NA
All Pro-Republican Pages,Big Ten Conference,FALSE,INTERESTS,934741.6910561614,NA
All Pro-Republican Pages,Big 12 Conference,FALSE,INTERESTS,934376.1417433921,NA
All Pro-Republican Pages,Paula Deen,FALSE,INTERESTS,934117.091076043,NA
All Pro-Republican Pages,Southern Living,FALSE,INTERESTS,933586.0394016624,NA
All Pro-Republican Pages,Atlantic Coast Conference,FALSE,INTERESTS,933487.8139692419,NA
All Pro-Republican Pages,Sport Fishing Magazine,FALSE,INTERESTS,933372.1285932156,NA
All Pro-Republican Pages,SEC Network,FALSE,INTERESTS,932325.0077787136,NA
All Pro-Republican Pages,Small business owners,FALSE,BEHAVIORS,931831.3763486205,NA
All Pro-Republican Pages,National FFA Organization,FALSE,INTERESTS,928142.9753900275,NA
All Pro-Republican Pages,ESPN,FALSE,INTERESTS,926902.1999122285,NA
All Pro-Republican Pages,Cub Scouting (Boy Scouts of America),FALSE,INTERESTS,920156.3652380724,NA
All Pro-Republican Pages,Parents (All),FALSE,DEMOGRAPHICS,915265.8247813039,NA
All Pro-Republican Pages,Cracker Barrel Old Country Store,FALSE,INTERESTS,908199.9745727726,NA
All Pro-Republican Pages,Barstool Sports,FALSE,INTERESTS,902444.6211283955,NA
All Pro-Democrat Pages,Rhythm and blues music,FALSE,INTERESTS,878532.8898869787,NA
All Pro-Republican Pages,Horseback riding,FALSE,INTERESTS,871787.4771270142,NA
All Pro-Democrat Pages,African-American literature,FALSE,INTERESTS,856700.8782242757,NA
All Pro-Democrat Pages,Latin American music,FALSE,INTERESTS,850648.2266224581,NA
All Pro-Republican Pages,Girl Scouts of the USA,FALSE,INTERESTS,847369.351332573,NA
All Pro-Republican Pages,Eagle Scout (Boy Scouts of America),FALSE,INTERESTS,846861.0994601444,NA
All Pro-Republican Pages,Girl Guiding and Girl Scouting,FALSE,INTERESTS,843876.7363299085,NA
All Pro-Republican Pages,Food Network,FALSE,INTERESTS,842688.9739067336,NA
All Pro-Republican Pages,NBA TV,FALSE,INTERESTS,842397.0958390221,NA
All Pro-Democrat Pages,Reggaeton,FALSE,INTERESTS,824173.1345577474,NA
All Pro-Democrat Pages,Latin dance,FALSE,INTERESTS,822892.6897310964,NA
All Pro-Democrat Pages,Sustainable energy,FALSE,INTERESTS,816055.6447325554,NA
All Pro-Republican Pages,NASCAR on Fox,FALSE,INTERESTS,812328.0449330562,NA
All Pro-Democrat Pages,Latin music (genre),FALSE,INTERESTS,799053.8752640004,NA
All Pro-Republican Pages,Homeschooling,FALSE,INTERESTS,796590.1711779109,NA
All Pro-Republican Pages,Stay-at-home parent,FALSE,DEMOGRAPHICS,787635.5661554484,NA
All Pro-Democrat Pages,Nonprofit organization,FALSE,INTERESTS,787612.0110040305,NA
All Pro-Democrat Pages,Hip hop music,FALSE,INTERESTS,758537.2952323607,NA
All Pro-Democrat Pages,Community and Social Services,FALSE,DEMOGRAPHICS,755352.1362723819,NA
All Pro-Republican Pages,stay at home mom,FALSE,INTERESTS,752841.8960986355,NA
All Pro-Republican Pages,Homemaking,FALSE,INTERESTS,746744.9007998039,NA
All Pro-Republican Pages,Charity and causes,FALSE,INTERESTS,711016.2912185139,NA
All Pro-Republican Pages,Trucks,FALSE,INTERESTS,710891.9311735777,NA
All Pro-Democrat Pages,Salsa music,FALSE,INTERESTS,704899.8006546487,NA
All Pro-Democrat Pages,Bachata (music),FALSE,INTERESTS,703781.4293990565,NA
All Pro-Republican Pages,Bass Pro Shops,FALSE,INTERESTS,688309.2653144127,NA
All Pro-Republican Pages,school board,FALSE,INTERESTS,678055.6958552513,NA
All Pro-Democrat Pages,Latin pop,FALSE,INTERESTS,666567.0223296412,NA
All Pro-Democrat Pages,Gardening,FALSE,INTERESTS,666324.2458706675,NA
All Pro-Republican Pages,Facebook Payments users (30 days),FALSE,BEHAVIORS,659098.1509284962,NA
All Pro-Republican Pages,Facebook Payments users (90 days),FALSE,BEHAVIORS,658648.135177483,NA
All Pro-Democrat Pages,Yoga,FALSE,INTERESTS,657861.9364660074,NA
All Pro-Republican Pages,Technology early adopters,FALSE,BEHAVIORS,652988.0396806241,NA
All Pro-Republican Pages,Facebook Page admins,FALSE,BEHAVIORS,652838.0379911156,NA
All Pro-Republican Pages,Sports page admins,FALSE,BEHAVIORS,651280.6932980571,NA
All Pro-Republican Pages,Community & Club page admins,FALSE,BEHAVIORS,650111.4643388264,NA
All Pro-Republican Pages,Business page admins,FALSE,BEHAVIORS,649861.46529375,NA
All Pro-Republican Pages,Food & Restaurant page admins,FALSE,BEHAVIORS,649860.82645067,NA
All Pro-Republican Pages,Retail page admins,FALSE,BEHAVIORS,649860.82645067,NA
All Pro-Republican Pages,Coaching,FALSE,INTERESTS,649824.5362771774,NA
All Pro-Democrat Pages,Love & Hip Hop: Atlanta,FALSE,INTERESTS,647004.1469074539,NA
All Pro-Democrat Pages,The Shade Room,FALSE,INTERESTS,628245.2487962835,NA
All Pro-Democrat Pages,Government,FALSE,INTERESTS,626684.2346980628,NA
All Pro-Republican Pages,Travel & Tourism page admins,FALSE,BEHAVIORS,625748.2111721182,NA
All Pro-Republican Pages,Golf,FALSE,INTERESTS,614578.3046328918,NA
All Pro-Democrat Pages,Philanthropy,FALSE,INTERESTS,608284.9206497157,NA
All Pro-Democrat Pages,Bachata (dance),FALSE,INTERESTS,600583.3286006182,NA
All Pro-Republican Pages,Deer hunting,FALSE,INTERESTS,598239.6936485238,NA
All Pro-Republican Pages,People who have visited Facebook Gaming,FALSE,BEHAVIORS,592962.5737104533,NA
All Pro-Republican Pages,People who have watched a Rewarded Video in the last 30 days,FALSE,BEHAVIORS,592962.5737104533,NA
All Pro-Democrat Pages,Mexico national football team,FALSE,INTERESTS,586356.7280715859,NA
All Pro-Democrat Pages,Maluma (singer),FALSE,INTERESTS,585339.5807592281,NA
All Pro-Democrat Pages,Televisa,FALSE,INTERESTS,568738.068566791,NA
All Pro-Democrat Pages,News media,FALSE,INTERESTS,567809.3965564889,NA
All Pro-Republican Pages,Major League Baseball,FALSE,INTERESTS,555987.1709505804,NA
All Pro-Democrat Pages,HispanicTV,FALSE,INTERESTS,553806.0034830708,NA
All Pro-Democrat Pages,R&B/Soul,FALSE,INTERESTS,552667.1677671327,NA
All Pro-Democrat Pages,Health care,FALSE,INTERESTS,544906.793155967,NA
All Pro-Republican Pages,Tennis,FALSE,INTERESTS,544600.6566944639,NA
All Pro-Republican Pages,NFL on Fox,FALSE,INTERESTS,540236.2895635574,NA
All Pro-Republican Pages,PGA Tour,FALSE,INTERESTS,538860.2897184568,NA
All Pro-Republican Pages,PGA Championship,FALSE,INTERESTS,538575.4724939138,NA
All Pro-Republican Pages,Home business,FALSE,INTERESTS,537565.6649270992,NA
All Pro-Republican Pages,United States Constitution,FALSE,INTERESTS,537527.0924803779,NA
All Pro-Republican Pages,ESPN F1,FALSE,INTERESTS,537487.8124989888,NA
All Pro-Republican Pages,National Hockey League,FALSE,INTERESTS,537487.8124989888,NA
All Pro-Republican Pages,Big-game hunting,FALSE,INTERESTS,534881.6537978674,NA
All Pro-Republican Pages,Ford F-Series,FALSE,INTERESTS,532461.8592038763,NA
All Pro-Republican Pages,Country club,FALSE,INTERESTS,532057.6381380593,NA
All Pro-Republican Pages,SEMA,FALSE,INTERESTS,532057.6381380593,NA
All Pro-Democrat Pages,Future (rapper),FALSE,INTERESTS,531754.0762698525,NA
All Pro-Republican Pages,Ram Trucks,FALSE,INTERESTS,531560.6069831542,NA
All Pro-Democrat Pages,Complex (magazine),FALSE,INTERESTS,525580.4965547634,NA
All Pro-Republican Pages,Voting,FALSE,INTERESTS,523658.5139487309,NA
All Pro-Democrat Pages,Renewable energy,FALSE,INTERESTS,518650.9076600579,NA
All Pro-Democrat Pages,Blues music,FALSE,INTERESTS,518324.45069368824,NA
All Pro-Democrat Pages,Don Omar,FALSE,INTERESTS,509805.0237834752,NA
All Pro-Democrat Pages,Issa Rae,FALSE,INTERESTS,504919.2307782891,NA
All Pro-Democrat Pages,own oprah winfrey network,FALSE,INTERESTS,499403.4795436321,NA
All Pro-Republican Pages,Country music,FALSE,INTERESTS,498905.0709453055,NA
All Pro-Republican Pages,Trophy hunting,FALSE,INTERESTS,487276.7194940622,NA
All Pro-Democrat Pages,The Source (magazine),FALSE,INTERESTS,485168.01056949026,NA
All Pro-Republican Pages,NASCAR,FALSE,INTERESTS,483534.4859243078,NA
All Pro-Democrat Pages,Lizzo,FALSE,INTERESTS,481866.59487390134,NA
All Pro-Democrat Pages,RuPaul,FALSE,INTERESTS,481194.37584781245,NA
All Pro-Democrat Pages,Latin Grammy Award,FALSE,INTERESTS,479145.71740199754,NA
All Pro-Democrat Pages,Economy,FALSE,INTERESTS,478178.5775581472,NA
All Pro-Democrat Pages,Online newspaper,FALSE,INTERESTS,471175.0912821111,NA
All Pro-Democrat Pages,Hispanic Kitchen,FALSE,INTERESTS,469154.7302708847,NA
All Pro-Republican Pages,Fox hunting,FALSE,INTERESTS,467620.4885708291,NA
All Pro-Democrat Pages,C.D. Guadalajara,FALSE,INTERESTS,466523.1210996662,NA
All Pro-Democrat Pages,Latin Music,FALSE,INTERESTS,460048.13886066474,NA
All Pro-Republican Pages,Turkey hunting,FALSE,INTERESTS,453439.5560860726,NA
All Pro-Republican Pages,Politics and social issues,FALSE,INTERESTS,450227.76879168215,NA
All Pro-Democrat Pages,The Haves and the Have Nots (TV series),FALSE,INTERESTS,448177.7808597116,NA
All Pro-Republican Pages,duck hunting,FALSE,INTERESTS,445421.9670592191,NA
All Pro-Democrat Pages,Viola Davis,FALSE,INTERESTS,443826.87474355445,NA
All Pro-Republican Pages,Sales tax,FALSE,INTERESTS,442212.41980347474,NA
All Pro-Republican Pages,Duck Commander,FALSE,INTERESTS,441214.5843713024,NA
All Pro-Republican Pages,Deer & Deer Hunting,FALSE,INTERESTS,440901.6016198138,NA
All Pro-Democrat Pages,Patagonia (clothing),FALSE,INTERESTS,439661.3180989856,NA
All Pro-Democrat Pages,Salsa (dance),FALSE,INTERESTS,439049.2958357542,NA
All Pro-Democrat Pages,Young Thug,FALSE,INTERESTS,436929.94678904413,NA
All Pro-Democrat Pages,The Notorious B.I.G.,FALSE,INTERESTS,433201.40370208194,NA
All Pro-Democrat Pages,Farruko,FALSE,INTERESTS,432126.022301148,NA
All Pro-Democrat Pages,Jazz music,FALSE,INTERESTS,430726.8892407289,NA
All Pro-Democrat Pages,Electric vehicle,FALSE,INTERESTS,428750.0786391733,NA
All Pro-Democrat Pages,Vive Latino,FALSE,INTERESTS,427388.2861527868,NA
All Pro-Democrat Pages,Gucci Mane,FALSE,INTERESTS,427134.6262684291,NA
All Pro-Democrat Pages,Televisa Deportes,FALSE,INTERESTS,426901.26706089865,NA
All Pro-Democrat Pages,Lived in Mexico (Formerly Expats - Mexico),FALSE,BEHAVIORS,426096.1014766164,NA
All Pro-Democrat Pages,Mary J. Blige,FALSE,INTERESTS,425767.85019553464,NA
All Pro-Republican Pages,Dogs,FALSE,INTERESTS,424126.07860194094,NA
All Pro-Republican Pages,Business and Finance,FALSE,DEMOGRAPHICS,420862.28172693227,NA
All Pro-Republican Pages,Chevrolet,FALSE,INTERESTS,420732.1817307045,NA
All Pro-Democrat Pages,Bad Bunny,FALSE,INTERESTS,419046.02493638435,NA
All Pro-Republican Pages,Ford Motor Company,FALSE,INTERESTS,418928.0540216428,NA
All Pro-Democrat Pages,Electoral reform,FALSE,INTERESTS,417747.46956554643,NA
All Pro-Republican Pages,Dodge,FALSE,INTERESTS,417113.1199037027,NA
All Pro-Republican Pages,Shark Tank,FALSE,INTERESTS,415553.0022590399,NA
All Pro-Democrat Pages,2 Chainz,FALSE,INTERESTS,415118.84491809044,NA
All Pro-Democrat Pages,ASAP Rocky,FALSE,INTERESTS,415118.84491809044,NA
All Pro-Republican Pages,Tax law,FALSE,INTERESTS,414255.219532348,NA
All Pro-Republican Pages,Return on investment,FALSE,INTERESTS,410180.79181340686,NA
All Pro-Republican Pages,Army Wives,FALSE,INTERESTS,409017.10675112996,NA
All Pro-Democrat Pages,Kerry Washington,FALSE,INTERESTS,409009.73926189187,NA
All Pro-Republican Pages,Army men,FALSE,INTERESTS,408379.4631776609,NA
All Pro-Republican Pages,Army Men,FALSE,INTERESTS,408308.6587708503,NA
All Pro-Republican Pages,Girls with guns,FALSE,INTERESTS,408308.6587708503,NA
All Pro-Democrat Pages,El Gordo y la Flaca,FALSE,INTERESTS,407671.41801517725,NA
All Pro-Democrat Pages,Seth Meyers,FALSE,INTERESTS,405868.6306541947,NA
All Pro-Democrat Pages,College grad,FALSE,DEMOGRAPHICS,405862.1246137982,NA
All Pro-Democrat Pages,Golf,FALSE,INTERESTS,404922.0206018844,NA
All Pro-Republican Pages,SEAL Team,FALSE,INTERESTS,404492.8739176517,NA
All Pro-Democrat Pages,Hip Hop & Rap Music,FALSE,INTERESTS,403776.8254505143,NA
All Pro-Republican Pages,mercedes,FALSE,INTERESTS,402808.08033957146,NA
All Pro-Republican Pages,Porsche,FALSE,INTERESTS,402808.08033957146,NA
All Pro-Democrat Pages,Trader Joe's,FALSE,INTERESTS,398628.1621679055,NA
All Pro-Democrat Pages,Charitable organization,FALSE,INTERESTS,398423.5250914,NA
All Pro-Democrat Pages,Beyoncé,FALSE,INTERESTS,397864.40406177175,NA
All Pro-Democrat Pages,Tyler Perry,FALSE,INTERESTS,396680.784815452,NA
All Pro-Democrat Pages,Saturday Night Live,FALSE,INTERESTS,396196.81519287435,NA
All Pro-Democrat Pages,East Coast hip hop,FALSE,INTERESTS,389974.03846963966,NA
All Pro-Democrat Pages,Underground hip hop,FALSE,INTERESTS,389974.03846963966,NA
All Pro-Republican Pages,Local news,FALSE,INTERESTS,389023.76288597344,NA
All Pro-Democrat Pages,Latin American cuisine,FALSE,INTERESTS,386650.44757353497,NA
All Pro-Democrat Pages,Election day,FALSE,INTERESTS,385715.79160704196,NA
All Pro-Democrat Pages,Romeo Santos,FALSE,INTERESTS,382637.0225053583,NA
All Pro-Republican Pages,Breaking news,FALSE,INTERESTS,381936.6037021527,NA
All Pro-Democrat Pages,Small business owners,FALSE,BEHAVIORS,381828.6371468267,NA
All Pro-Democrat Pages,Taraji P. Henson,FALSE,INTERESTS,378181.4258413807,NA
All Pro-Democrat Pages,Samantha Bee,FALSE,INTERESTS,376790.3874537438,NA
All Pro-Democrat Pages,Health care reform,FALSE,INTERESTS,376374.2236045487,NA
All Pro-Republican Pages,Personal finance,FALSE,INTERESTS,375960.8191504774,NA
All Pro-Democrat Pages,Latin jazz,FALSE,INTERESTS,373695.91508690314,NA
All Pro-Democrat Pages,Tupac Shakur,FALSE,INTERESTS,370107.72924331634,NA
All Pro-Democrat Pages,Gabrielle Union,FALSE,INTERESTS,368137.9264696813,NA
All Pro-Democrat Pages,hiking trails,FALSE,INTERESTS,367358.3950436564,NA
All Pro-Democrat Pages,Daddy Yankee,FALSE,INTERESTS,366833.7141053427,NA
All Pro-Democrat Pages,Trap (music),FALSE,INTERESTS,366821.72924331634,NA
All Pro-Democrat Pages,Afrocentrism,FALSE,INTERESTS,364900.4559495914,NA
All Pro-Democrat Pages,Anime and manga fandom,FALSE,INTERESTS,363681.4874266086,NA
All Pro-Democrat Pages,Mitú,FALSE,INTERESTS,363112.50677796616,NA
All Pro-Democrat Pages,Empire (2015 TV series),FALSE,INTERESTS,361189.59452895017,NA
All Pro-Democrat Pages,Shakira,FALSE,INTERESTS,359957.6030304366,NA
All Pro-Democrat Pages,Vibe (magazine),FALSE,INTERESTS,358650.028721523,NA
All Pro-Democrat Pages,Lin-Manuel Miranda,FALSE,INTERESTS,358379.7470419882,NA
All Pro-Democrat Pages,Finance,FALSE,INTERESTS,358365.4696171445,NA
All Pro-Democrat Pages,Freestyle rap,FALSE,INTERESTS,357146.89073332853,NA
All Pro-Democrat Pages,Gangsta rap,FALSE,INTERESTS,357146.89073332853,NA
All Pro-Democrat Pages,Southern hip hop,FALSE,INTERESTS,357146.89073332853,NA
All Pro-Democrat Pages,Terrence Howard,FALSE,INTERESTS,357146.89073332853,NA
All Pro-Democrat Pages,West Coast hip hop,FALSE,INTERESTS,357146.89073332853,NA
All Pro-Democrat Pages,Becky G,FALSE,INTERESTS,355246.72961911256,NA
All Pro-Democrat Pages,Nicky Jam,FALSE,INTERESTS,354218.11472643574,NA
All Pro-Democrat Pages,Business,FALSE,INTERESTS,352617.780863317,NA
All Pro-Democrat Pages,Health & wellness,FALSE,INTERESTS,350767.16680891934,NA
All Pro-Democrat Pages,Alejandro Fernández,FALSE,INTERESTS,350460.6554527151,NA
All Pro-Democrat Pages,Luis Miguel,FALSE,INTERESTS,350460.6554527151,NA
All Pro-Democrat Pages,Wisin & Yandel,FALSE,INTERESTS,350460.6554527151,NA
All Pro-Democrat Pages,Education and Libraries,FALSE,DEMOGRAPHICS,349137.9510886834,NA
All Pro-Democrat Pages,Azteca (multimedia conglomerate),FALSE,INTERESTS,348586.2268605363,NA
All Pro-Democrat Pages,Colin Kaepernick,FALSE,INTERESTS,345807.91999376717,NA
All Pro-Democrat Pages,Televisa Deportes Network,FALSE,INTERESTS,342743.8206080357,NA
All Pro-Democrat Pages,Empowerment,FALSE,INTERESTS,339396.20961731666,NA
All Pro-Democrat Pages,PBS,FALSE,INTERESTS,339378.064011377,NA
All Pro-Democrat Pages,Journalism,FALSE,INTERESTS,338485.44651996926,NA
All Pro-Democrat Pages,Jill Scott,FALSE,INTERESTS,338144.8969817114,NA
All Pro-Democrat Pages,Black history,FALSE,INTERESTS,338026.7174191228,NA
All Pro-Democrat Pages,Master's degree,FALSE,DEMOGRAPHICS,334781.2504657136,NA
All Pro-Democrat Pages,Black comedy,FALSE,INTERESTS,333196.1732199259,NA
All Pro-Democrat Pages,The HBCU Career Center,FALSE,INTERESTS,332529.2739856786,NA
All Pro-Democrat Pages,Tyler Perry Studios,FALSE,INTERESTS,331425.46397672326,NA
All Pro-Democrat Pages,Whitney Houston,FALSE,INTERESTS,328841.52263606375,NA
All Pro-Democrat Pages,Erykah Badu,FALSE,INTERESTS,328019.7518104897,NA
All Pro-Democrat Pages,A Madea Christmas (musical play),FALSE,INTERESTS,327273.1697011712,NA
All Pro-Democrat Pages,Awkward Black Girl,FALSE,INTERESTS,327273.1697011712,NA
All Pro-Democrat Pages,Meet the Browns (film),FALSE,INTERESTS,327273.1697011712,NA
All Pro-Democrat Pages,Mo'Nique,FALSE,INTERESTS,327273.1697011659,NA
All Pro-Democrat Pages,T.I.,FALSE,INTERESTS,327273.1697011659,NA
All Pro-Democrat Pages,Lived in Cuba (Formerly Expats - Cuba),FALSE,BEHAVIORS,326812.8966787575,NA
All Pro-Democrat Pages,Lived in Puerto Rico (Formerly Expats - Puerto Rico),FALSE,BEHAVIORS,326712.8961663786,NA
All Pro-Democrat Pages,Ozuna,FALSE,INTERESTS,326242.2514062399,NA
All Pro-Democrat Pages,21 Savage,FALSE,INTERESTS,325700.1741404915,NA
All Pro-Democrat Pages,Lil Wayne,FALSE,INTERESTS,325643.59686037165,NA
All Pro-Democrat Pages,MTV (Latin America),FALSE,INTERESTS,324284.13911772677,NA
All Pro-Republican Pages,Online newspaper,FALSE,INTERESTS,323798.0910280327,NA
All Pro-Democrat Pages,Sin Tetas No Hay Paraiso - Telemundo,FALSE,INTERESTS,318343.5909559028,NA
All Pro-Democrat Pages,De La Ghetto,FALSE,INTERESTS,318314.64783159876,NA
All Pro-Democrat Pages,Kendrick Lamar,FALSE,INTERESTS,316504.75735462504,NA
All Pro-Democrat Pages,Arcángel (singer),FALSE,INTERESTS,316257.3480465927,NA
All Pro-Democrat Pages,Lived in Venezuela (Formerly Expats - Venezuela),FALSE,BEHAVIORS,314623.01197882765,NA
All Pro-Democrat Pages,Some college,FALSE,DEMOGRAPHICS,314579.75651685335,NA
All Pro-Democrat Pages,Lived in Chile (Formerly Expats - Chile),FALSE,BEHAVIORS,313543.56636175513,NA
All Pro-Democrat Pages,Lived in Colombia (Formerly Expats - Colombia),FALSE,BEHAVIORS,313543.56636175513,NA
All Pro-Democrat Pages,Lived in El Salvador (Formerly Expats - El Salvador),FALSE,BEHAVIORS,313543.56636175513,NA
All Pro-Democrat Pages,Lived in Guatemala (Formerly Expats - Guatemala),FALSE,BEHAVIORS,313543.56636175513,NA
All Pro-Democrat Pages,Lived in Honduras (Formerly Expats - Honduras),FALSE,BEHAVIORS,313543.56636175513,NA
All Pro-Democrat Pages,Lived in Peru (Formerly Expats - Peru),FALSE,BEHAVIORS,313543.56636175513,NA
All Pro-Democrat Pages,Mark Ruffalo,FALSE,INTERESTS,311528.7046276775,NA
All Pro-Democrat Pages,Jane Fonda,FALSE,INTERESTS,311371.9131204785,NA
All Pro-Democrat Pages,Change.org,FALSE,INTERESTS,311231.8238898459,NA
All Pro-Democrat Pages,Youth vote,FALSE,INTERESTS,308929.33303705504,NA
All Pro-Democrat Pages,Lived in Dominican Republic (Formerly Expats - Dominican Republic),FALSE,BEHAVIORS,308843.5422799863,NA
All Pro-Democrat Pages,Mexican pop music,FALSE,INTERESTS,307732.14505438425,NA
All Pro-Democrat Pages,TVyNovelas,FALSE,INTERESTS,304744.1900687603,NA
All Pro-Republican Pages,Parents with preschoolers (03-05 years) ,FALSE,DEMOGRAPHICS,304242.63439512433,NA
All Pro-Democrat Pages,Some grad school,FALSE,DEMOGRAPHICS,303273.94317137584,NA
All Pro-Democrat Pages,Mexican Football Federation,FALSE,INTERESTS,303099.84311451286,NA
All Pro-Democrat Pages,Organic,FALSE,INTERESTS,302925.99513053545,NA
All Pro-Democrat Pages,Chacos,FALSE,INTERESTS,298980.69260893884,NA
All Pro-Democrat Pages,Family,FALSE,INTERESTS,297778.50099361176,NA
All Pro-Democrat Pages,Lived in Argentina (Formerly Expats - Argentina),FALSE,BEHAVIORS,297256.2029093065,NA
All Pro-Democrat Pages,Gabriela (telenovela),FALSE,INTERESTS,297256.2029093065,NA
All Pro-Democrat Pages,Samba,FALSE,INTERESTS,297002.2705496023,NA
All Pro-Democrat Pages,Tango,FALSE,INTERESTS,297002.2705496023,NA
All Pro-Democrat Pages,Tango music,FALSE,INTERESTS,297002.2705496023,NA
All Pro-Republican Pages,Parents with early school-age children (06-08 years) ,FALSE,DEMOGRAPHICS,296873.9371940942,NA
All Pro-Republican Pages,Parents with preteens (09-12 years),FALSE,DEMOGRAPHICS,296775.33725014416,NA
All Pro-Republican Pages,Parents with toddlers (01-02 years) ,FALSE,DEMOGRAPHICS,296596.2260668379,NA
All Pro-Democrat Pages,The Jon Stewart Show,FALSE,INTERESTS,296365.53315760376,NA
All Pro-Democrat Pages,Sarah Silverman,FALSE,INTERESTS,296044.2925938191,NA
All Pro-Democrat Pages,wildlife conservation,FALSE,INTERESTS,293785.8381321379,NA
All Pro-Democrat Pages,Food and Restaurants,FALSE,DEMOGRAPHICS,293247.45614205213,NA
All Pro-Democrat Pages,Lily Tomlin,FALSE,INTERESTS,292979.2442807514,NA
All Pro-Republican Pages,News magazine,FALSE,INTERESTS,292447.30878295715,NA
All Pro-Democrat Pages,Susan Sarandon,FALSE,INTERESTS,292437.20539343474,NA
All Pro-Republican Pages,Parents with teenagers (13-17 years),FALSE,DEMOGRAPHICS,292237.3948237564,NA
All Pro-Democrat Pages,ESPN Deportes Radio,FALSE,INTERESTS,291680.42403684306,NA
All Pro-Democrat Pages,George Takei,FALSE,INTERESTS,291516.71225082513,NA
All Pro-Republican Pages,New Parents (0-12 months),FALSE,DEMOGRAPHICS,290337.3955185014,NA
All Pro-Democrat Pages,Policy,FALSE,INTERESTS,290314.3335075851,NA
All Pro-Democrat Pages,Greenpeace International,FALSE,DEMOGRAPHICS,289860.8567850408,NA
All Pro-Democrat Pages,The Sarah Silverman Program,FALSE,INTERESTS,289265.1962328494,NA
All Pro-Democrat Pages,Serial (podcast),FALSE,INTERESTS,287368.6684940599,NA
All Pro-Democrat Pages,Culture of Mexico,FALSE,INTERESTS,284602.384255424,NA
All Pro-Republican Pages,News broadcasting,FALSE,INTERESTS,284507.2985915329,NA
All Pro-Democrat Pages,The Tonight Show Starring Jimmy Fallon,FALSE,INTERESTS,282768.2695113766,NA
All Pro-Democrat Pages,Ultraviolet,FALSE,INTERESTS,281880.3260859672,NA
All Pro-Democrat Pages,Fundraising,FALSE,INTERESTS,281100.4769970105,NA
All Pro-Democrat Pages,social issues,FALSE,INTERESTS,280508.12236288656,NA
